iShares Core S&P 500 ETF
Fund Holdings as of,"Nov 18, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,061,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","337,495,179.87","0.05","337,495,179.87","1,302,517.00","259.11","United States","Cboe BZX","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","337,445,300.17","0.05","337,445,300.17","1,844,669.00","182.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","336,859,261.84","0.05","336,859,261.84","1,335,736.00","252.19","United States","NASDAQ","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","336,083,591.57","0.05","336,083,591.57","9,210,293.00","36.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","331,351,387.80","0.05","331,351,387.80","4,504,505.00","73.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","330,012,612.54","0.05","330,012,612.54","4,633,707.00","71.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","328,719,400.37","0.05","328,719,400.37","2,834,521.00","115.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","328,401,034.56","0.05","328,401,034.56","3,678,327.00","89.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","328,186,785.18","0.05","328,186,785.18","1,458,997.00","224.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","325,161,569.28","0.05","325,161,569.28","8,131,072.00","39.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","324,344,873.40","0.05","324,344,873.40","1,981,095.00","163.72","United States","NASDAQ","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","317,582,207.76","0.05","317,582,207.76","6,659,304.00","47.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","316,264,610.74","0.04","316,264,610.74","1,947,802.00","162.37","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","315,646,354.21","0.04","315,646,354.21","2,429,731.00","129.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","315,400,313.48","0.04","315,400,313.48","1,542,149.00","204.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","315,316,641.00","0.04","315,316,641.00","1,226,913.00","257.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","314,197,190.43","0.04","314,197,190.43","1,771,023.00","177.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","308,284,592.98","0.04","308,284,592.98","1,826,006.00","168.83","United States","NASDAQ","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","307,030,261.58","0.04","307,030,261.58","1,707,811.00","179.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","302,281,902.60","0.04","302,281,902.60","3,090,817.00","97.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","302,159,768.89","0.04","302,159,768.89","1,597,799.00","189.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","301,667,330.99","0.04","301,667,330.99","6,472,159.00","46.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","300,948,263.38","0.04","300,948,263.38","2,303,293.00","130.66","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","300,648,047.20","0.04","300,648,047.20","19,586,192.00","15.35","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","297,182,536.56","0.04","297,182,536.56","2,381,652.00","124.78","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","294,350,579.44","0.04","294,350,579.44","583,832.00","504.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","293,873,830.03","0.04","293,873,830.03","4,884,059.00","60.17","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","292,329,472.63","0.04","292,329,472.63","876,629.00","333.47","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","291,677,678.52","0.04","291,677,678.52","3,649,164.00","79.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","289,250,770.00","0.04","289,250,770.00","3,732,268.00","77.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","284,473,365.60","0.04","284,473,365.60","10,618,640.00","26.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","283,965,856.34","0.04","283,965,856.34","559,682.00","507.37","United States","NASDAQ","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","283,590,515.68","0.04","283,590,515.68","7,906,064.00","35.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","283,210,480.55","0.04","283,210,480.55","2,740,835.00","103.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","280,004,547.94","0.04","280,004,547.94","4,792,957.00","58.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","279,532,849.94","0.04","279,532,849.94","3,348,902.00","83.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","279,274,534.67","0.04","279,274,534.67","741,509.00","376.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","278,897,929.83","0.04","278,897,929.83","2,457,467.00","113.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","276,890,071.85","0.04","276,890,071.85","3,728,155.00","74.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","276,878,453.25","0.04","276,878,453.25","1,531,831.00","180.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","276,149,227.52","0.04","276,149,227.52","661,784.00","417.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","270,920,046.00","0.04","270,920,046.00","5,372,200.00","50.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","269,638,751.34","0.04","269,638,751.34","3,061,989.00","88.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","269,001,298.37","0.04","269,001,298.37","1,035,377.00","259.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","268,714,250.22","0.04","268,714,250.22","11,113,079.00","24.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","267,706,304.32","0.04","267,706,304.32","2,592,044.00","103.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","266,525,934.84","0.04","266,525,934.84","2,810,862.00","94.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","266,518,020.92","0.04","266,518,020.92","2,734,079.00","97.48","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","266,440,804.49","0.04","266,440,804.49","1,723,309.00","154.61","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","265,824,996.80","0.04","265,824,996.80","1,336,610.00","198.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","265,664,282.49","0.04","265,664,282.49","11,698,119.00","22.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","265,151,034.40","0.04","265,151,034.40","2,492,021.00","106.40","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","265,021,267.39","0.04","265,021,267.39","10,613,587.00","24.97","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","264,411,888.00","0.04","264,411,888.00","1,337,440.00","197.70","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","261,347,382.57","0.04","261,347,382.57","1,046,939.00","249.63","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","258,568,869.14","0.04","258,568,869.14","36,178.00","7,147.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","258,200,190.81","0.04","258,200,190.81","1,491,883.00","173.07","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","257,965,215.16","0.04","257,965,215.16","1,964,252.00","131.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","257,967,107.88","0.04","257,967,107.88","1,392,009.00","185.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","256,168,205.04","0.04","256,168,205.04","4,328,628.00","59.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","252,525,929.78","0.04","252,525,929.78","5,864,513.00","43.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","251,523,488.25","0.04","251,523,488.25","3,034,425.00","82.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","251,171,206.25","0.04","251,171,206.25","538,705.00","466.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","249,405,054.72","0.04","249,405,054.72","1,458,168.00","171.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","249,242,151.26","0.04","249,242,151.26","3,847,517.00","64.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","248,764,430.70","0.04","248,764,430.70","9,505,710.00","26.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","245,573,305.18","0.03","245,573,305.18","2,417,774.00","101.57","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","242,900,643.60","0.03","242,900,643.60","28,711,660.00","8.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","242,317,898.35","0.03","242,317,898.35","6,575,791.00","36.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","239,868,274.66","0.03","239,868,274.66","879,347.00","272.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","236,352,761.20","0.03","236,352,761.20","1,689,320.00","139.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","232,959,011.96","0.03","232,959,011.96","895,514.00","260.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","232,194,334.74","0.03","232,194,334.74","1,778,858.00","130.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","232,078,721.84","0.03","232,078,721.84","5,093,914.00","45.56","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","232,131,098.85","0.03","232,131,098.85","1,156,665.00","200.69","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","228,248,353.41","0.03","228,248,353.41","1,632,561.00","139.81","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","224,625,416.46","0.03","224,625,416.46","5,550,418.00","40.47","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","224,449,678.88","0.03","224,449,678.88","1,488,788.00","150.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","223,535,452.50","0.03","223,535,452.50","2,963,875.00","75.42","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","223,088,359.34","0.03","223,088,359.34","1,470,686.00","151.69","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","222,760,623.65","0.03","222,760,623.65","1,358,545.00","163.97","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","222,776,926.56","0.03","222,776,926.56","2,119,263.00","105.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","221,195,007.76","0.03","221,195,007.76","240,398.00","920.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","219,986,214.41","0.03","219,986,214.41","2,867,017.00","76.73","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","219,942,180.94","0.03","219,942,180.94","6,503,317.00","33.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","219,771,138.68","0.03","219,771,138.68","2,467,121.00","89.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","218,832,869.71","0.03","218,832,869.71","1,112,917.00","196.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","218,648,601.99","0.03","218,648,601.99","1,732,419.00","126.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","217,993,879.95","0.03","217,993,879.95","3,201,555.00","68.09","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","217,905,967.60","0.03","217,905,967.60","6,243,724.00","34.90","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","217,636,484.10","0.03","217,636,484.10","3,021,470.00","72.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","216,029,700.00","0.03","216,029,700.00","1,724,375.00","125.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","214,636,310.61","0.03","214,636,310.61","5,811,977.00","36.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","214,321,184.50","0.03","214,321,184.50","649,655.00","329.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","214,240,532.38","0.03","214,240,532.38","3,655,358.00","58.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","213,450,992.16","0.03","213,450,992.16","943,138.00","226.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","212,290,903.80","0.03","212,290,903.80","2,043,420.00","103.89","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","212,306,206.86","0.03","212,306,206.86","4,214,097.00","50.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","210,700,776.00","0.03","210,700,776.00","3,192,436.00","66.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","209,117,539.92","0.03","209,117,539.92","6,543,102.00","31.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","208,517,296.20","0.03","208,517,296.20","2,041,885.00","102.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","207,328,631.07","0.03","207,328,631.07","2,522,553.00","82.19","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","205,881,351.94","0.03","205,881,351.94","2,606,753.00","78.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","205,565,146.55","0.03","205,565,146.55","2,713,015.00","75.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","205,302,634.62","0.03","205,302,634.62","2,770,242.00","74.11","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","205,185,044.40","0.03","205,185,044.40","3,151,844.00","65.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","203,295,846.74","0.03","203,295,846.74","801,703.00","253.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","201,752,852.40","0.03","201,752,852.40","5,213,252.00","38.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","199,589,548.86","0.03","199,589,548.86","11,610,794.00","17.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","193,871,807.10","0.03","193,871,807.10","8,988,030.00","21.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","193,476,238.74","0.03","193,476,238.74","7,025,281.00","27.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","192,929,076.10","0.03","192,929,076.10","8,829,706.00","21.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","191,024,502.30","0.03","191,024,502.30","3,559,905.00","53.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","190,314,978.05","0.03","190,314,978.05","1,459,135.00","130.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","183,913,360.56","0.03","183,913,360.56","6,982,284.00","26.34","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","182,151,139.20","0.03","182,151,139.20","2,448,268.00","74.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","181,342,729.82","0.03","181,342,729.82","398,083.00","455.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","179,492,954.40","0.03","179,492,954.40","2,486,052.00","72.20","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","178,058,857.87","0.03","178,058,857.87","1,466,833.00","121.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","177,462,536.22","0.03","177,462,536.22","2,413,143.00","73.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","177,268,676.85","0.03","177,268,676.85","2,220,021.00","79.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","172,212,339.39","0.02","172,212,339.39","1,069,177.00","161.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","170,699,425.05","0.02","170,699,425.05","8,437,935.00","20.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","169,938,413.12","0.02","169,938,413.12","2,616,047.00","64.96","United States","NASDAQ","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","167,760,935.10","0.02","167,760,935.10","1,744,965.00","96.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","167,204,369.62","0.02","167,204,369.62","522,481.00","320.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","163,754,901.38","0.02","163,754,901.38","2,018,426.00","81.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","163,787,223.38","0.02","163,787,223.38","970,706.00","168.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","162,399,101.85","0.02","162,399,101.85","715,257.00","227.05","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","161,171,568.32","0.02","161,171,568.32","3,390,944.00","47.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","160,797,858.60","0.02","160,797,858.60","702,665.00","228.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","160,286,941.76","0.02","160,286,941.76","859,171.00","186.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","158,189,478.78","0.02","158,189,478.78","481,903.00","328.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","156,861,346.04","0.02","156,861,346.04","388,906.00","403.34","United States","NASDAQ","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","156,527,019.38","0.02","156,527,019.38","1,783,987.00","87.74","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","155,354,911.74","0.02","155,354,911.74","14,505,594.00","10.71","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","154,622,917.31","0.02","154,622,917.31","1,845,803.00","83.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","154,179,696.15","0.02","154,179,696.15","2,609,235.00","59.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","154,210,270.17","0.02","154,210,270.17","951,739.00","162.03","United States","NASDAQ","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","153,203,466.64","0.02","153,203,466.64","8,660,456.00","17.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","152,439,416.82","0.02","152,439,416.82","1,522,263.00","100.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","151,659,396.96","0.02","151,659,396.96","938,022.00","161.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","151,535,464.30","0.02","151,535,464.30","668,470.00","226.69","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","150,946,442.52","0.02","150,946,442.52","488,247.00","309.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","148,606,691.80","0.02","148,606,691.80","906,470.00","163.94","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","146,141,458.90","0.02","146,141,458.90","632,921.00","230.90","United States","NASDAQ","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","141,998,729.40","0.02","141,998,729.40","628,452.00","225.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","141,769,458.62","0.02","141,769,458.62","1,328,798.00","106.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","141,299,367.73","0.02","141,299,367.73","2,033,377.00","69.49","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","141,230,321.76","0.02","141,230,321.76","1,836,784.00","76.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","140,050,756.08","0.02","140,050,756.08","3,201,892.00","43.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","137,080,288.95","0.02","137,080,288.95","1,987,535.00","68.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","136,845,074.80","0.02","136,845,074.80","7,956,109.00","17.20","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","135,649,936.00","0.02","135,649,936.00","1,375,760.00","98.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","135,704,185.26","0.02","135,704,185.26","1,330,042.00","102.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","134,393,901.84","0.02","134,393,901.84","1,444,164.00","93.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
